t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   682784 ;     5218 ;     O   ;          50 ;       ? ; entrada
   682805 ;     5218 ;     O   ;          50 ;   80221 ; saida
   682809 ;     5229 ;     O   ;         200 ;       ? ; entrada
   682835 ;     5229 ;     O   ;         200 ;   72303 ; saida
   682842 ;     5498 ;     N   ;         350 ;       ? ; entrada
   682862 ;     5498 ;     N   ;         350 ;   32557 ; saida
   682872 ;     5227 ;     O   ;          50 ;       ? ; entrada
   682892 ;     5227 ;     O   ;          50 ;   72505 ; saida
   682896 ;     5237 ;     O   ;         350 ;       ? ; entrada
   682917 ;     5237 ;     O   ;         350 ;   71863 ; saida
   682920 ;     5228 ;     O   ;         100 ;       ? ; entrada
   682941 ;     5228 ;     O   ;         100 ;   72502 ; saida
   682947 ;     5491 ;     N   ;         200 ;       ? ; entrada
   682967 ;     5491 ;     N   ;         200 ;   32195 ; saida
   682970 ;     5072 ;     S   ;         150 ;       ? ; entrada
   682991 ;     5072 ;     S   ;         150 ;   99632 ; saida
   682998 ;     5505 ;     N   ;         150 ;       ? ; entrada
   683018 ;     4935 ;     O   ;         200 ;       ? ; entrada
   683038 ;     4935 ;     O   ;         200 ;  105524 ; saida
   683041 ;     5187 ;     O   ;         500 ;       ? ; entrada
   683062 ;     5187 ;     O   ;         500 ;   86480 ; saida
   683066 ;     5191 ;     O   ;         400 ;       ? ; entrada
   683085 ;     5191 ;     O   ;         400 ;   85965 ; saida
   683088 ;     4967 ;     O   ;         100 ;       ? ; entrada
   683108 ;     4967 ;     O   ;         100 ;   99432 ; saida
   683112 ;     5192 ;     O   ;         350 ;       ? ; entrada
   683132 ;     5192 ;     O   ;         350 ;   85850 ; saida
   683139 ;     5517 ;     N   ;         450 ;       ? ; entrada
   683182 ;     5376 ;     O   ;         250 ;       ? ; entrada
   683184 ;     5453 ;     N   ;          50 ;       ? ; entrada
   683230 ;     5376 ;     O   ;         250 ;   44081 ; saida
   683268 ;     5088 ;     O   ;         500 ;       ? ; entrada
   683284 ;     5094 ;     O   ;         150 ;       ? ; entrada
   683297 ;     5088 ;     O   ;         500 ;   97821 ; saida
   683354 ;     5262 ;     E   ;         150 ;       ? ; entrada
   683392 ;     5262 ;     E   ;         150 ;   60475 ; saida
   683436 ;     5503 ;     N   ;         400 ;       ? ; entrada
   683446 ;     5125 ;     E   ;         200 ;   94529 ; saida
   683475 ;     5503 ;     N   ;         400 ;   31384 ; saida
   683503 ;     5486 ;     N   ;         250 ;       ? ; entrada
   683530 ;     5094 ;     O   ;         150 ;   95122 ; saida
   683542 ;     5486 ;     N   ;         250 ;   34470 ; saida
   683578 ;     5091 ;     O   ;         500 ;       ? ; entrada
   683592 ;     5103 ;     O   ;         250 ;   97048 ; saida
   683618 ;     5091 ;     O   ;         500 ;   95176 ; saida
   683654 ;     5182 ;     O   ;         350 ;       ? ; entrada
   683669 ;     5175 ;     O   ;         500 ;   86002 ; saida
   683692 ;     5182 ;     O   ;         350 ;   87778 ; saida
   683727 ;     5136 ;     O   ;         500 ;       ? ; entrada
   683764 ;     5136 ;     O   ;         500 ;   94093 ; saida
   683798 ;     5375 ;     O   ;         150 ;       ? ; entrada
   683836 ;     5375 ;     O   ;         150 ;   44728 ; saida
   683870 ;     5464 ;     N   ;         500 ;       ? ; entrada
   683906 ;     5464 ;     N   ;         500 ;   34626 ; saida
   683964 ;     5495 ;     N   ;         450 ;       ? ; entrada
   683991 ;     5515 ;     N   ;         150 ;       ? ; entrada
   684005 ;     5495 ;     N   ;         450 ;   34050 ; saida
   684034 ;     5518 ;     N   ;         300 ;       ? ; entrada
   684101 ;     5225 ;     O   ;         450 ;   55150 ; saida
   684126 ;     5164 ;     S   ;         250 ;   90765 ; saida
   684166 ;     5151 ;     O   ;         100 ;   92337 ; saida
   684208 ;     5180 ;     E   ;         250 ;   88527 ; saida
   684290 ;     5179 ;     E   ;         150 ;   88759 ; saida
   684321 ;     5453 ;     N   ;          50 ;   35196 ; saida
   684347 ;     5505 ;     N   ;         150 ;   32050 ; saida
   684381 ;     5518 ;     N   ;         300 ;   31033 ; saida
   684451 ;     5520 ;     N   ;         150 ;       ? ; entrada
   684503 ;     5517 ;     N   ;         450 ;   31246 ; saida
   684539 ;     5515 ;     N   ;         150 ;   31408 ; saida
   684568 ;     5520 ;     N   ;         150 ;   31100 ; saida
   684583 ;     5521 ;     N   ;         150 ;       ? ; entrada
   684589 ;     5073 ;     S   ;         100 ;       ? ; entrada
   684648 ;     5521 ;     N   ;         150 ;   31136 ; saida
   684685 ;     5126 ;     O   ;         150 ;       ? ; entrada
   684728 ;     5488 ;     N   ;         300 ;       ? ; entrada
   684744 ;     5080 ;     S   ;          50 ;       ? ; entrada
   684842 ;     5126 ;     O   ;         150 ;   95488 ; saida
   684860 ;     5449 ;     N   ;         500 ;       ? ; entrada
   684889 ;     5080 ;     S   ;          50 ;   98495 ; saida
   684930 ;     5073 ;     S   ;         100 ;  101480 ; saida
   684975 ;     5488 ;     N   ;         300 ;   35730 ; saida
   685026 ;     5101 ;     S   ;         200 ;       ? ; entrada
   685063 ;     5101 ;     S   ;         200 ;   98724 ; saida
   685396 ;     5449 ;     N   ;         500 ;   38268 ; saida
   685455 ;     5460 ;     N   ;         150 ;       ? ; entrada
   685395 ;     5167 ;     S   ;         400 ;       ? ; entrada
   685502 ;     5167 ;     S   ;         400 ;   91422 ; saida
   685551 ;     5102 ;     S   ;         250 ;       ? ; entrada
   685571 ;     5102 ;     S   ;         250 ;   99130 ; saida
   685575 ;     4655 ;     S   ;         200 ;       ? ; entrada
   685593 ;     4655 ;     S   ;         200 ;  147652 ; saida
   685597 ;     5118 ;     S   ;         200 ;       ? ; entrada
   685615 ;     5118 ;     S   ;         200 ;   90697 ; saida
   685618 ;     5177 ;     S   ;         250 ;       ? ; entrada
   685638 ;     5177 ;     S   ;         250 ;   90353 ; saida
   685641 ;     5085 ;     S   ;         100 ;       ? ; entrada
   685661 ;     5085 ;     S   ;         100 ;   99031 ; saida
   685663 ;     4657 ;     S   ;         450 ;       ? ; entrada
   685682 ;     4657 ;     S   ;         450 ;  147580 ; saida
   685685 ;     5075 ;     S   ;         100 ;       ? ; entrada
   685705 ;     5075 ;     S   ;         100 ;   97165 ; saida
   685722 ;     5667 ;     N   ;         500 ;       ? ; entrada
   685731 ;     5074 ;     S   ;          50 ;       ? ; entrada
   685751 ;     5074 ;     S   ;          50 ;   97177 ; saida
   685758 ;     5597 ;     N   ;         450 ;       ? ; entrada
   685777 ;     5597 ;     N   ;         450 ;   22419 ; saida
   685812 ;     5086 ;     S   ;          50 ;       ? ; entrada
   685835 ;     5086 ;     S   ;          50 ;   97330 ; saida
   685856 ;     5093 ;     S   ;         450 ;       ? ; entrada
   685891 ;     5093 ;     S   ;         450 ;   97597 ; saida
   685944 ;     5092 ;     S   ;         500 ;       ? ; entrada
   685970 ;     5460 ;     N   ;         150 ;   36249 ; saida
   686016 ;     5636 ;     N   ;         450 ;       ? ; entrada
   686071 ;     5092 ;     S   ;         500 ;   97648 ; saida
   686218 ;     5667 ;     N   ;         500 ;   19788 ; saida
   686248 ;     5533 ;     N   ;         300 ;       ? ; entrada
   686338 ;     5535 ;     N   ;         350 ;       ? ; entrada
   686389 ;     5529 ;     N   ;         150 ;       ? ; entrada
   686453 ;     5529 ;     N   ;         150 ;   30776 ; saida
   686455 ;     5535 ;     N   ;         350 ;   30920 ; saida
   686472 ;     5501 ;     N   ;         350 ;       ? ; entrada
   686491 ;     5501 ;     N   ;         350 ;   30584 ; saida
   686506 ;     5556 ;     N   ;         300 ;       ? ; entrada
   686523 ;     5556 ;     N   ;         300 ;   29588 ; saida
   686537 ;     5557 ;     N   ;         150 ;       ? ; entrada
   686551 ;     5131 ;     S   ;         100 ;       ? ; entrada
   686565 ;     5557 ;     N   ;         150 ;   29578 ; saida
   686591 ;     5559 ;     N   ;         500 ;       ? ; entrada
   686595 ;     5131 ;     S   ;         100 ;   97550 ; saida
   686617 ;     5559 ;     N   ;         500 ;   29540 ; saida
   682706 ;     5277 ;     O   ;         500 ;   58219 ; saida
   686305 ;     5533 ;     N   ;         300 ;   31041 ; saida
   686925 ;     5571 ;     N   ;         250 ;       ? ; entrada
   686939 ;     5572 ;     N   ;         500 ;       ? ; entrada
   686990 ;     5574 ;     N   ;         200 ;       ? ; entrada
   687001 ;     5183 ;     S   ;         150 ;       ? ; entrada
   687016 ;     5193 ;     S   ;         200 ;       ? ; entrada
   687027 ;     5173 ;     S   ;         300 ;       ? ; entrada
   687037 ;     5210 ;     S   ;         400 ;       ? ; entrada
   687047 ;     5200 ;     S   ;          50 ;       ? ; entrada
   687057 ;     5211 ;     S   ;         350 ;       ? ; entrada
   687067 ;     4919 ;     S   ;         400 ;       ? ; entrada
   687077 ;     5212 ;     S   ;         500 ;       ? ; entrada
   687088 ;     5202 ;     S   ;         250 ;       ? ; entrada
   687200 ;     5576 ;     N   ;         350 ;       ? ; entrada
   687212 ;     5578 ;     N   ;         150 ;       ? ; entrada
   687248 ;     5183 ;     S   ;         150 ;   91229 ; saida
   687234 ;     5574 ;     N   ;         200 ;   29307 ; saida
   687271 ;     5587 ;     N   ;         400 ;       ? ; entrada
   687285 ;     5210 ;     S   ;         400 ;   87769 ; saida
   687327 ;     5391 ;     O   ;         150 ;       ? ; entrada
   687364 ;     5576 ;     N   ;         350 ;   29268 ; saida
   687370 ;     4919 ;     S   ;         400 ;   99111 ; saida
   687393 ;     5193 ;     S   ;         200 ;   89980 ; saida
   687423 ;     5202 ;     S   ;         250 ;   89037 ; saida
   687474 ;     5594 ;     N   ;         350 ;       ? ; entrada
   687479 ;     5391 ;     O   ;         150 ;   47061 ; saida
   687518 ;     5578 ;     N   ;         150 ;   29328 ; saida
   687563 ;     5173 ;     S   ;         300 ;   89970 ; saida
   687562 ;     5119 ;     S   ;         150 ;       ? ; entrada
   687616 ;     5200 ;     S   ;          50 ;   87468 ; saida
   687685 ;     5371 ;     O   ;         450 ;       ? ; entrada
   687699 ;     5197 ;     S   ;         150 ;       ? ; entrada
   687717 ;     5195 ;     S   ;         150 ;       ? ; entrada
   687752 ;     5619 ;     N   ;         300 ;       ? ; entrada
   687760 ;     5400 ;     O   ;         350 ;       ? ; entrada
   687777 ;     5268 ;     S   ;          50 ;       ? ; entrada
   687786 ;     5714 ;     N   ;         250 ;       ? ; entrada
   687794 ;     5242 ;     S   ;         250 ;       ? ; entrada
   687731 ;     5165 ;     S   ;         400 ;       ? ; entrada
   687736 ;     5243 ;     S   ;         450 ;       ? ; entrada
   687803 ;     5390 ;     O   ;         250 ;       ? ; entrada
   687665 ;     5212 ;     S   ;         500 ;   87027 ; saida
   687852 ;     5587 ;     N   ;         400 ;   28852 ; saida
   687905 ;     5195 ;     S   ;         150 ;   90196 ; saida
   687906 ;     5197 ;     S   ;         150 ;   87900 ; saida
   687881 ;     5571 ;     N   ;         250 ;   30088 ; saida
   687950 ;     5268 ;     S   ;          50 ;   64513 ; saida
   687949 ;     5635 ;     N   ;         200 ;       ? ; entrada
   687986 ;     5243 ;     S   ;         450 ;   76398 ; saida
   688033 ;     5389 ;     O   ;         300 ;       ? ; entrada
   688057 ;     5632 ;     N   ;         400 ;       ? ; entrada
   688141 ;     5272 ;     E   ;         300 ;       ? ; entrada
   688161 ;     5531 ;     N   ;         450 ;       ? ; entrada
   688161 ;     5295 ;     E   ;         350 ;       ? ; entrada
   688182 ;     5544 ;     N   ;         450 ;       ? ; entrada
   688206 ;     5422 ;     O   ;         200 ;       ? ; entrada
   688216 ;     5420 ;     O   ;         400 ;       ? ; entrada
   688237 ;     5211 ;     S   ;         350 ;   87577 ; saida
   688277 ;     5368 ;     O   ;          50 ;       ? ; entrada
   688253 ;     5409 ;     O   ;         300 ;       ? ; entrada
   688136 ;     5286 ;     E   ;         300 ;       ? ; entrada
   688307 ;     5285 ;     E   ;         400 ;       ? ; entrada
   688321 ;     5545 ;     N   ;         200 ;       ? ; entrada
   688342 ;     5119 ;     S   ;         150 ;   93615 ; saida
   688411 ;     5400 ;     O   ;         350 ;   46733 ; saida
   688461 ;     5714 ;     N   ;         250 ;   13257 ; saida
   688520 ;     5635 ;     N   ;         200 ;   25634 ; saida
   688825 ;     5171 ;     S   ;         500 ;       ? ; entrada
   688865 ;     5240 ;     S   ;         150 ;       ? ; entrada
   688892 ;     5673 ;     N   ;         450 ;       ? ; entrada
   688912 ;     5689 ;     N   ;         400 ;       ? ; entrada
   689144 ;     5485 ;     O   ;          50 ;       ? ; entrada
   689159 ;     5493 ;     O   ;         500 ;       ? ; entrada
   689169 ;     5427 ;     O   ;         450 ;       ? ; entrada
   689180 ;     5443 ;     O   ;         200 ;       ? ; entrada
   689449 ;     5683 ;     N   ;         200 ;       ? ; entrada
   689498 ;     5683 ;     N   ;         200 ;   21500 ; saida
   688849 ;     5457 ;     O   ;         200 ;       ? ; entrada
   689549 ;     5242 ;     S   ;         250 ;   77946 ; saida
   689550 ;     5245 ;     S   ;         150 ;       ? ; entrada
   689582 ;     5247 ;     S   ;         200 ;       ? ; entrada
   689627 ;     5247 ;     S   ;         200 ;   77693 ; saida
   689665 ;     5269 ;     S   ;         150 ;       ? ; entrada
   689664 ;     5389 ;     O   ;         300 ;   48032 ; saida
   689699 ;     5269 ;     S   ;         150 ;   66215 ; saida
   689737 ;     5251 ;     E   ;         300 ;       ? ; entrada
   689788 ;     5223 ;     E   ;         100 ;       ? ; entrada
   689799 ;     5198 ;     S   ;          50 ;       ? ; entrada
   689805 ;     5284 ;     S   ;         450 ;       ? ; entrada
   689820 ;     5416 ;     O   ;         450 ;       ? ; entrada
   689841 ;     5413 ;     O   ;         250 ;       ? ; entrada
   689867 ;     5598 ;     O   ;         100 ;       ? ; entrada
   689885 ;     5405 ;     O   ;         450 ;       ? ; entrada
   689894 ;     5239 ;     S   ;         350 ;       ? ; entrada
   689906 ;     5612 ;     N   ;         250 ;       ? ; entrada
   689914 ;     5289 ;     S   ;         500 ;       ? ; entrada
   689938 ;     5379 ;     O   ;         350 ;       ? ; entrada
   690033 ;     5306 ;     E   ;         300 ;       ? ; entrada
   690136 ;     5337 ;     E   ;          50 ;       ? ; entrada
   690159 ;     5336 ;     E   ;         500 ;       ? ; entrada
   690179 ;     5362 ;     E   ;         200 ;       ? ; entrada
   689966 ;     5275 ;     S   ;         400 ;       ? ; entrada
   690040 ;     5270 ;     S   ;         350 ;       ? ; entrada
   690350 ;     5364 ;     E   ;         250 ;       ? ; entrada
   690375 ;     5250 ;     S   ;         150 ;       ? ; entrada
   690399 ;     5258 ;     S   ;          50 ;       ? ; entrada
   690428 ;     5252 ;     S   ;         250 ;       ? ; entrada
   690453 ;     5256 ;     S   ;         250 ;       ? ; entrada
   690473 ;     5260 ;     S   ;         300 ;       ? ; entrada
   690495 ;     5361 ;     E   ;          50 ;       ? ; entrada
   690518 ;     5548 ;     N   ;         100 ;       ? ; entrada
   690555 ;     5251 ;     E   ;         300 ;   61639 ; saida
   690595 ;     5632 ;     N   ;         400 ;   27889 ; saida
   690666 ;     5328 ;     S   ;         150 ;       ? ; entrada
   690685 ;     5712 ;     O   ;         200 ;       ? ; entrada
   690697 ;     5555 ;     N   ;         150 ;       ? ; entrada
   690707 ;     5301 ;     E   ;         200 ;       ? ; entrada
   690628 ;     5367 ;     E   ;         150 ;       ? ; entrada
   690731 ;     5647 ;     N   ;         450 ;       ? ; entrada
   690738 ;     5308 ;     E   ;         400 ;       ? ; entrada
   690935 ;     5656 ;     N   ;         150 ;       ? ; entrada
   691022 ;     5712 ;     O   ;         200 ;   15877 ; saida
