t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   768174 ;     6068 ;     O   ;          50 ;   51385 ; saida
   768206 ;     6079 ;     O   ;         200 ;       ? ; entrada
   768265 ;     6079 ;     O   ;         200 ;   50561 ; saida
   768270 ;     6082 ;     O   ;         200 ;       ? ; entrada
   768315 ;     6082 ;     O   ;         200 ;   50442 ; saida
   768367 ;     6061 ;     S   ;         450 ;       ? ; entrada
   768415 ;     6093 ;     O   ;         300 ;       ? ; entrada
   768433 ;     6093 ;     O   ;         300 ;   49712 ; saida
   768438 ;     6094 ;     S   ;         400 ;       ? ; entrada
   768455 ;     6096 ;     O   ;         150 ;       ? ; entrada
   768472 ;     6096 ;     O   ;         150 ;   49572 ; saida
   768490 ;     6067 ;     S   ;         150 ;       ? ; entrada
   768508 ;     6061 ;     S   ;         450 ;   52195 ; saida
   768519 ;     6094 ;     S   ;         400 ;   49748 ; saida
   768530 ;     6217 ;     N   ;         300 ;       ? ; entrada
   768578 ;     6200 ;     N   ;         150 ;       ? ; entrada
   768666 ;     5678 ;     E   ;         100 ;       ? ; entrada
   768694 ;     6236 ;     N   ;         250 ;       ? ; entrada
   768544 ;     6115 ;     N   ;         150 ;       ? ; entrada
   768554 ;     5625 ;     E   ;         150 ;       ? ; entrada
   768552 ;     6219 ;     O   ;         200 ;       ? ; entrada
   768794 ;     6217 ;     N   ;         300 ;   39299 ; saida
   769127 ;     6076 ;     S   ;         350 ;       ? ; entrada
   769154 ;     6077 ;     S   ;         400 ;       ? ; entrada
   769177 ;     6053 ;     S   ;         350 ;       ? ; entrada
   769207 ;     6038 ;     O   ;         200 ;       ? ; entrada
   769228 ;     6089 ;     S   ;         500 ;       ? ; entrada
   769251 ;     6201 ;     N   ;         500 ;       ? ; entrada
   769271 ;     6101 ;     S   ;         300 ;       ? ; entrada
   769291 ;     6099 ;     O   ;          50 ;       ? ; entrada
   769311 ;     5601 ;     E   ;         400 ;       ? ; entrada
   769331 ;     5615 ;     E   ;         100 ;       ? ; entrada
   769353 ;     5626 ;     E   ;          50 ;       ? ; entrada
   769366 ;     6221 ;     N   ;         150 ;       ? ; entrada
   769376 ;     6122 ;     O   ;         100 ;       ? ; entrada
   769393 ;     5665 ;     E   ;         100 ;       ? ; entrada
   769406 ;     6126 ;     O   ;         500 ;       ? ; entrada
   769414 ;     5620 ;     E   ;         500 ;       ? ; entrada
   769427 ;     6135 ;     O   ;         100 ;       ? ; entrada
   769438 ;     6142 ;     O   ;         250 ;       ? ; entrada
   769450 ;     6109 ;     O   ;         350 ;       ? ; entrada
   769455 ;     5624 ;     E   ;          50 ;       ? ; entrada
   769474 ;     5697 ;     E   ;         100 ;       ? ; entrada
   769488 ;     6148 ;     O   ;         500 ;       ? ; entrada
   769498 ;     6090 ;     S   ;         100 ;       ? ; entrada
   769586 ;     6115 ;     N   ;         150 ;   39320 ; saida
   769603 ;     6219 ;     O   ;         200 ;   36661 ; saida
   769605 ;     5678 ;     E   ;         100 ;   99712 ; saida
   769617 ;     6067 ;     S   ;         150 ;   53108 ; saida
   769630 ;     5972 ;     O   ;         500 ;   57198 ; saida
   769645 ;     6076 ;     S   ;         350 ;   52184 ; saida
   769660 ;     6077 ;     S   ;         400 ;   52182 ; saida
   769675 ;     6053 ;     S   ;         350 ;   52163 ; saida
   769692 ;     6038 ;     O   ;         200 ;   52468 ; saida
   769707 ;     6089 ;     S   ;         500 ;   51314 ; saida
   769724 ;     6201 ;     N   ;         500 ;   39074 ; saida
   769739 ;     6101 ;     S   ;         300 ;   50428 ; saida
   769755 ;     6099 ;     O   ;          50 ;   50598 ; saida
   769768 ;     5601 ;     E   ;         400 ;  109465 ; saida
   769781 ;     5615 ;     E   ;         100 ;  108576 ; saida
   769824 ;     6122 ;     O   ;         100 ;   47855 ; saida
   769837 ;     6221 ;     N   ;         150 ;   36697 ; saida
   769908 ;     6135 ;     O   ;         100 ;   46934 ; saida
   769930 ;     6236 ;     N   ;         250 ;   36252 ; saida
   769982 ;     5665 ;     E   ;         100 ;  103761 ; saida
   769987 ;     6090 ;     S   ;         100 ;   50505 ; saida
   770026 ;     5626 ;     E   ;          50 ;  107726 ; saida
   770048 ;     5620 ;     E   ;         500 ;  108504 ; saida
   770096 ;     5624 ;     E   ;          50 ;  107980 ; saida
   770100 ;     5697 ;     E   ;         100 ;   99686 ; saida
   770152 ;     5625 ;     E   ;         150 ;  108132 ; saida
   770213 ;     6164 ;     O   ;         250 ;       ? ; entrada
   770267 ;     6200 ;     N   ;         150 ;   39648 ; saida
   770488 ;     6164 ;     O   ;         250 ;   40314 ; saida
   770495 ;     6192 ;     O   ;         300 ;       ? ; entrada
   770839 ;     6192 ;     O   ;         300 ;   41765 ; saida
   770865 ;     6214 ;     O   ;         400 ;       ? ; entrada
   770890 ;     6216 ;     O   ;         100 ;       ? ; entrada
   770902 ;     6214 ;     O   ;         400 ;   41497 ; saida
   770918 ;     6204 ;     O   ;         500 ;       ? ; entrada
   770929 ;     6216 ;     O   ;         100 ;   41466 ; saida
   770943 ;     6189 ;     O   ;          50 ;       ? ; entrada
   770964 ;     6189 ;     O   ;          50 ;   41844 ; saida
   771322 ;     6204 ;     O   ;         500 ;   40240 ; saida
   771683 ;     6167 ;     O   ;         350 ;       ? ; entrada
   772123 ;     6167 ;     O   ;         350 ;   40869 ; saida
   772141 ;     6194 ;     O   ;         150 ;       ? ; entrada
   772380 ;     6194 ;     O   ;         150 ;   41956 ; saida
   772938 ;     6226 ;     O   ;         250 ;       ? ; entrada
   773315 ;     6226 ;     O   ;         250 ;   35571 ; saida
   774049 ;     6109 ;     O   ;         350 ;   45065 ; saida
   774055 ;     6126 ;     O   ;         500 ;   51853 ; saida
   774470 ;     6056 ;     O   ;         100 ;       ? ; entrada
   774523 ;     6056 ;     O   ;         100 ;   59247 ; saida
   774588 ;     5967 ;     O   ;         250 ;       ? ; entrada
   774606 ;     6142 ;     O   ;         250 ;   51227 ; saida
   774631 ;     5967 ;     O   ;         250 ;   62211 ; saida
   774680 ;     6206 ;     N   ;         400 ;       ? ; entrada
   774703 ;     5985 ;     O   ;         500 ;       ? ; entrada
   774727 ;     6107 ;     O   ;         350 ;       ? ; entrada
   774819 ;     6206 ;     N   ;         400 ;   43679 ; saida
   775409 ;     6107 ;     O   ;         350 ;   55020 ; saida
   774879 ;     6047 ;     O   ;         500 ;       ? ; entrada
   774937 ;     5985 ;     O   ;         500 ;   61639 ; saida
   774973 ;     6132 ;     O   ;         300 ;       ? ; entrada
   775000 ;     6016 ;     O   ;         350 ;       ? ; entrada
   775044 ;     6148 ;     O   ;         500 ;   51230 ; saida
   775130 ;     6138 ;     O   ;         200 ;       ? ; entrada
   775158 ;     6156 ;     O   ;         400 ;       ? ; entrada
   775179 ;     6159 ;     O   ;          50 ;       ? ; entrada
   775202 ;     6242 ;     O   ;         500 ;       ? ; entrada
   775226 ;     6231 ;     O   ;         200 ;       ? ; entrada
   775258 ;     6233 ;     O   ;         150 ;       ? ; entrada
   775283 ;     6184 ;     O   ;         300 ;       ? ; entrada
   775316 ;     6225 ;     O   ;         200 ;       ? ; entrada
   775342 ;     5738 ;     O   ;         500 ;       ? ; entrada
   775632 ;     6138 ;     O   ;         200 ;   52512 ; saida
   775679 ;     6132 ;     O   ;         300 ;   52885 ; saida
   775837 ;     6159 ;     O   ;          50 ;   51122 ; saida
   775868 ;     6231 ;     O   ;         200 ;   37937 ; saida
   775897 ;     6225 ;     O   ;         200 ;   43451 ; saida
   775925 ;     6156 ;     O   ;         400 ;   51464 ; saida
   775953 ;     6246 ;     N   ;         450 ;       ? ; entrada
   775973 ;     6246 ;     N   ;         450 ;   40510 ; saida
   775984 ;     6233 ;     O   ;         150 ;   37949 ; saida
   776011 ;     6059 ;     S   ;         350 ;       ? ; entrada
   776041 ;     6242 ;     O   ;         500 ;   40653 ; saida
   776066 ;     6184 ;     O   ;         300 ;   46768 ; saida
   776085 ;     5738 ;     O   ;         500 ;  102581 ; saida
   776111 ;     6047 ;     O   ;         500 ;   62929 ; saida
   776167 ;     6059 ;     S   ;         350 ;   59181 ; saida
   776180 ;     6252 ;     O   ;          50 ;       ? ; entrada
   776199 ;     6252 ;     O   ;          50 ;   40584 ; saida
   776230 ;     6244 ;     N   ;         400 ;       ? ; entrada
   776248 ;     6244 ;     N   ;         400 ;   40829 ; saida
   776256 ;     6041 ;     O   ;         350 ;       ? ; entrada
   776294 ;     6041 ;     O   ;         350 ;   62780 ; saida
   776319 ;     6037 ;     S   ;         350 ;       ? ; entrada
   776310 ;     6255 ;     O   ;         250 ;       ? ; entrada
   776348 ;     6037 ;     S   ;         350 ;   59069 ; saida
   776372 ;     6255 ;     O   ;         250 ;   40670 ; saida
   776411 ;     6016 ;     O   ;         350 ;   66176 ; saida
   776534 ;     6042 ;     O   ;         300 ;       ? ; entrada
   776544 ;     6254 ;     O   ;         350 ;       ? ; entrada
   776561 ;     6213 ;     N   ;         350 ;       ? ; entrada
   776580 ;     6042 ;     O   ;         300 ;   63037 ; saida
   776591 ;     6288 ;     N   ;          50 ;       ? ; entrada
   776615 ;     6213 ;     N   ;         350 ;   47255 ; saida
   776635 ;     6288 ;     N   ;          50 ;   34563 ; saida
   776628 ;     6123 ;     S   ;          50 ;       ? ; entrada
   776652 ;     6123 ;     S   ;          50 ;   54674 ; saida
   776677 ;     6298 ;     N   ;         100 ;       ? ; entrada
   776696 ;     6298 ;     N   ;         100 ;   33613 ; saida
   776669 ;     6254 ;     O   ;         350 ;   40996 ; saida
   776707 ;     6294 ;     N   ;         350 ;       ? ; entrada
   776750 ;     6294 ;     N   ;         350 ;   34079 ; saida
   776765 ;     6187 ;     N   ;         150 ;       ? ; entrada
   776782 ;     6187 ;     N   ;         150 ;   39365 ; saida
   776787 ;     6166 ;     N   ;         400 ;       ? ; entrada
   776803 ;     6166 ;     N   ;         400 ;   39287 ; saida
   776810 ;     6356 ;     N   ;         250 ;       ? ; entrada
   776827 ;     6356 ;     N   ;         250 ;   27743 ; saida
   776758 ;     6338 ;     N   ;         100 ;       ? ; entrada
   776843 ;     6338 ;     N   ;         100 ;   29183 ; saida
   776854 ;     6439 ;     N   ;          50 ;       ? ; entrada
   776872 ;     6341 ;     N   ;         450 ;       ? ; entrada
   776866 ;     6318 ;     N   ;         400 ;       ? ; entrada
   776922 ;     6341 ;     N   ;         450 ;   21482 ; saida
   776932 ;     6439 ;     N   ;          50 ;   19626 ; saida
   776908 ;     6318 ;     N   ;         400 ;   21805 ; saida
   776961 ;     6379 ;     N   ;          50 ;       ? ; entrada
   776987 ;     6379 ;     N   ;          50 ;   21599 ; saida
   776998 ;     6368 ;     N   ;         350 ;       ? ; entrada
   776971 ;     6308 ;     N   ;         350 ;       ? ; entrada
   777021 ;     6368 ;     N   ;         350 ;   21711 ; saida
   777040 ;     6308 ;     N   ;         350 ;   32907 ; saida
   777053 ;     6402 ;     N   ;         300 ;       ? ; entrada
   777075 ;     6424 ;     N   ;          50 ;       ? ; entrada
   777087 ;     6317 ;     N   ;         200 ;       ? ; entrada
   777106 ;     6317 ;     N   ;         200 ;   32179 ; saida
   777112 ;     6328 ;     N   ;         150 ;       ? ; entrada
   777130 ;     6328 ;     N   ;         150 ;   31095 ; saida
   777139 ;     6417 ;     N   ;         200 ;       ? ; entrada
   777156 ;     6417 ;     N   ;         200 ;   19685 ; saida
   777167 ;     6354 ;     N   ;         350 ;       ? ; entrada
   777179 ;     6394 ;     N   ;         450 ;       ? ; entrada
   777194 ;     6406 ;     N   ;         350 ;       ? ; entrada
   777220 ;     6406 ;     N   ;         350 ;   20869 ; saida
   777237 ;     6354 ;     N   ;         350 ;   28277 ; saida
   777266 ;     6468 ;     N   ;         300 ;       ? ; entrada
   777277 ;     6306 ;     N   ;         150 ;       ? ; entrada
   777290 ;     6286 ;     N   ;         100 ;       ? ; entrada
   777313 ;     6306 ;     N   ;         150 ;   33390 ; saida
   777347 ;     6402 ;     N   ;         300 ;   20903 ; saida
   777374 ;     6468 ;     N   ;         300 ;    7000 ; saida
   777397 ;     6180 ;     N   ;         400 ;       ? ; entrada
   777427 ;     6286 ;     N   ;         100 ;   34269 ; saida
   777446 ;     6394 ;     N   ;         450 ;   21377 ; saida
   777463 ;     6180 ;     N   ;         400 ;   40110 ; saida
   777472 ;     6389 ;     N   ;         450 ;       ? ; entrada
   777482 ;     5710 ;     E   ;         300 ;       ? ; entrada
   777502 ;     5710 ;     E   ;         300 ;  102565 ; saida
   777517 ;     6361 ;     N   ;         500 ;       ? ; entrada
   777528 ;     6179 ;     N   ;         200 ;       ? ; entrada
   777544 ;     6488 ;     N   ;         400 ;       ? ; entrada
   777558 ;     6179 ;     N   ;         200 ;   40217 ; saida
   777571 ;     6346 ;     N   ;         500 ;       ? ; entrada
   777589 ;     6361 ;     N   ;         500 ;   22253 ; saida
   777602 ;     6416 ;     N   ;         200 ;       ? ; entrada
   777612 ;     6130 ;     S   ;         100 ;       ? ; entrada
   777627 ;     6268 ;     O   ;         450 ;       ? ; entrada
   777644 ;     6130 ;     S   ;         100 ;   55104 ; saida
   777667 ;     6263 ;     N   ;         400 ;       ? ; entrada
   777694 ;     6263 ;     N   ;         400 ;   41678 ; saida
   777697 ;     6268 ;     O   ;         450 ;   41173 ; saida
   777712 ;     6271 ;     N   ;          50 ;       ? ; entrada
   777744 ;     6271 ;     N   ;          50 ;   41077 ; saida
   777767 ;     6346 ;     N   ;         500 ;   29140 ; saida
   777777 ;     6245 ;     N   ;         350 ;       ? ; entrada
   777805 ;     6245 ;     N   ;         350 ;   42354 ; saida
   777834 ;     6290 ;     N   ;         350 ;       ? ; entrada
   777859 ;     6239 ;     N   ;         400 ;       ? ; entrada
   777860 ;     6407 ;     N   ;         500 ;       ? ; entrada
   777875 ;     6262 ;     N   ;         400 ;       ? ; entrada
   777896 ;     6262 ;     N   ;         400 ;   41965 ; saida
   777916 ;     6258 ;     O   ;          50 ;       ? ; entrada
   777930 ;     6264 ;     N   ;         100 ;       ? ; entrada
   777947 ;     6389 ;     N   ;         450 ;   22114 ; saida
   777959 ;     6269 ;     N   ;         150 ;       ? ; entrada
   777968 ;     6260 ;     O   ;         350 ;       ? ; entrada
   777983 ;     5735 ;     E   ;         350 ;       ? ; entrada
   777997 ;     6106 ;     S   ;         250 ;       ? ; entrada
   778008 ;     6118 ;     S   ;         150 ;       ? ; entrada
   778018 ;     6121 ;     S   ;         200 ;       ? ; entrada
   778030 ;     6412 ;     N   ;         300 ;       ? ; entrada
   778049 ;     6461 ;     N   ;         350 ;       ? ; entrada
   778059 ;     6467 ;     N   ;         200 ;       ? ; entrada
   778068 ;     6429 ;     N   ;         500 ;       ? ; entrada
   778085 ;     6381 ;     N   ;         350 ;       ? ; entrada
   778105 ;     6370 ;     N   ;          50 ;       ? ; entrada
   778121 ;     6177 ;     N   ;         100 ;       ? ; entrada
   778131 ;     6181 ;     N   ;         200 ;       ? ; entrada
   778160 ;     6388 ;     N   ;         350 ;       ? ; entrada
   778173 ;     6484 ;     N   ;         100 ;       ? ; entrada
   778178 ;     6104 ;     S   ;         150 ;       ? ; entrada
   778190 ;     6413 ;     N   ;         100 ;       ? ; entrada
   778143 ;     6348 ;     N   ;          50 ;       ? ; entrada
   778040 ;     6366 ;     N   ;         300 ;       ? ; entrada
   778078 ;     6410 ;     N   ;         400 ;       ? ; entrada
   778096 ;     6433 ;     N   ;         500 ;       ? ; entrada
   778116 ;     6435 ;     N   ;         100 ;       ? ; entrada
   778162 ;     6443 ;     N   ;         450 ;       ? ; entrada
   778242 ;     6424 ;     N   ;          50 ;   20641 ; saida
   778301 ;     6365 ;     N   ;         100 ;       ? ; entrada
   778329 ;     6365 ;     N   ;         100 ;   26807 ; saida
   778363 ;     6419 ;     N   ;         350 ;       ? ; entrada
   778364 ;     6269 ;     N   ;         150 ;   41790 ; saida
   778383 ;     6487 ;     N   ;          50 ;       ? ; entrada
   778411 ;     6487 ;     N   ;          50 ;    6983 ; saida
   778425 ;     6362 ;     N   ;         100 ;       ? ; entrada
   778453 ;     6362 ;     N   ;         100 ;   29367 ; saida
   778474 ;     6454 ;     N   ;         150 ;       ? ; entrada
   778484 ;     6121 ;     S   ;         200 ;   56658 ; saida
   778515 ;     6454 ;     N   ;         150 ;   15610 ; saida
   778545 ;     6265 ;     O   ;         250 ;       ? ; entrada
   778579 ;     6265 ;     O   ;         250 ;   42279 ; saida
   778589 ;     6381 ;     N   ;         350 ;   23137 ; saida
   778621 ;     6425 ;     N   ;         200 ;       ? ; entrada
   778646 ;     6370 ;     N   ;          50 ;   23016 ; saida
   778665 ;     6425 ;     N   ;         200 ;   20969 ; saida
   778696 ;     6177 ;     N   ;         100 ;   41366 ; saida
   778710 ;     6458 ;     N   ;         200 ;       ? ; entrada
   778735 ;     6181 ;     N   ;         200 ;   41372 ; saida
   778752 ;     6461 ;     N   ;         350 ;   15269 ; saida
   778768 ;     6467 ;     N   ;         200 ;    9672 ; saida
   778281 ;     6239 ;     N   ;         400 ;   42943 ; saida
   778225 ;     6258 ;     O   ;          50 ;   42647 ; saida
   778274 ;     6488 ;     N   ;         400 ;    6772 ; saida
   778440 ;     6106 ;     S   ;         250 ;   58101 ; saida
   778310 ;     6264 ;     N   ;         100 ;   42147 ; saida
   778399 ;     6260 ;     O   ;         350 ;   42593 ; saida
   778855 ;     5754 ;     E   ;         250 ;       ? ; entrada
   778897 ;     5719 ;     E   ;         500 ;       ? ; entrada
   778946 ;     6404 ;     N   ;         500 ;       ? ; entrada
   778959 ;     6396 ;     N   ;         100 ;       ? ; entrada
   778970 ;     6398 ;     N   ;         400 ;       ? ; entrada
   779048 ;     6484 ;     N   ;         100 ;    7792 ; saida
   779113 ;     6104 ;     S   ;         150 ;   58970 ; saida
   779144 ;     6413 ;     N   ;         100 ;   22098 ; saida
   779167 ;     6348 ;     N   ;          50 ;   30454 ; saida
   779190 ;     6410 ;     N   ;         400 ;   22281 ; saida
   779203 ;     5961 ;     E   ;         150 ;       ? ; entrada
   779225 ;     6433 ;     N   ;         500 ;   22217 ; saida
   779242 ;     6435 ;     N   ;         100 ;   22151 ; saida
   779260 ;     6443 ;     N   ;         450 ;   16796 ; saida
   779265 ;     5739 ;     E   ;         250 ;       ? ; entrada
   779480 ;     5739 ;     E   ;         250 ;  105955 ; saida
   779285 ;     6290 ;     N   ;         350 ;   37052 ; saida
   779311 ;     6407 ;     N   ;         500 ;   22671 ; saida
   779567 ;     5771 ;     E   ;         100 ;       ? ; entrada
   779603 ;     5701 ;     E   ;         350 ;       ? ; entrada
   779605 ;     5764 ;     E   ;         400 ;       ? ; entrada
   779620 ;     5771 ;     E   ;         100 ;  101323 ; saida
   779665 ;     5859 ;     E   ;         200 ;       ? ; entrada
   779706 ;     5868 ;     E   ;         350 ;       ? ; entrada
   779732 ;     5765 ;     E   ;         100 ;       ? ; entrada
   779758 ;     5989 ;     E   ;         450 ;       ? ; entrada
   779796 ;     5833 ;     E   ;         400 ;       ? ; entrada
   779799 ;     5740 ;     E   ;          50 ;       ? ; entrada
   779842 ;     5857 ;     E   ;         400 ;       ? ; entrada
   779882 ;     5727 ;     E   ;         250 ;       ? ; entrada
   779885 ;     5699 ;     E   ;         250 ;       ? ; entrada
   779921 ;     6404 ;     N   ;         500 ;   23445 ; saida
   779957 ;     6429 ;     N   ;         500 ;   23152 ; saida
   780061 ;     6396 ;     N   ;         100 ;   23840 ; saida
   780078 ;     6416 ;     N   ;         200 ;   22623 ; saida
   780161 ;     6398 ;     N   ;         400 ;   23896 ; saida
   780168 ;     6366 ;     N   ;         300 ;   28575 ; saida
   780255 ;     5719 ;     E   ;         500 ;  103583 ; saida
   779308 ;     5695 ;     E   ;         300 ;       ? ; entrada
   779353 ;     5735 ;     E   ;         350 ;  105998 ; saida
   779360 ;     5754 ;     E   ;         250 ;  103801 ; saida
   779322 ;     5730 ;     E   ;         400 ;       ? ; entrada
   780454 ;     5730 ;     E   ;         400 ;  103149 ; saida
   779394 ;     6118 ;     S   ;         150 ;   57950 ; saida
   779418 ;     6388 ;     N   ;         350 ;   23674 ; saida
   779438 ;     6412 ;     N   ;         300 ;   23015 ; saida
   780472 ;     5764 ;     E   ;         400 ;  102996 ; saida
   780484 ;     5740 ;     E   ;          50 ;  106937 ; saida
   780505 ;     6458 ;     N   ;         200 ;   17302 ; saida
   780522 ;     5699 ;     E   ;         250 ;  109953 ; saida
   780535 ;     5868 ;     E   ;         350 ;   84727 ; saida
   780545 ;     5727 ;     E   ;         250 ;   97983 ; saida
   780562 ;     6419 ;     N   ;         350 ;   23050 ; saida
   780573 ;     5833 ;     E   ;         400 ;   89379 ; saida
   780583 ;     5859 ;     E   ;         200 ;   84932 ; saida
   780594 ;     5989 ;     E   ;         450 ;   72160 ; saida
   780616 ;     5765 ;     E   ;         100 ;  103029 ; saida
   780636 ;     5857 ;     E   ;         400 ;   85016 ; saida
   780644 ;     5776 ;     E   ;         350 ;       ? ; entrada
   780683 ;     5961 ;     E   ;         150 ;   77636 ; saida
   780688 ;     5695 ;     E   ;         300 ;  107665 ; saida
   780700 ;     5733 ;     E   ;         400 ;       ? ; entrada
   780735 ;     5701 ;     E   ;         350 ;  107526 ; saida
   780837 ;     5750 ;     E   ;         450 ;       ? ; entrada
   780883 ;     5750 ;     E   ;         450 ;  105160 ; saida
   780906 ;     5758 ;     E   ;         100 ;       ? ; entrada
   780991 ;     5872 ;     E   ;         150 ;       ? ; entrada
   781016 ;     5872 ;     E   ;         150 ;   85074 ; saida
   781062 ;     5733 ;     E   ;         400 ;  105696 ; saida
   781112 ;     5707 ;     E   ;         200 ;       ? ; entrada
   781163 ;     5707 ;     E   ;         200 ;  105904 ; saida
   781332 ;     5758 ;     E   ;         100 ;  105739 ; saida
   781818 ;     6134 ;     S   ;         100 ;       ? ; entrada
   781988 ;     6134 ;     S   ;         100 ;   59069 ; saida
   782000 ;     5790 ;     E   ;         100 ;       ? ; entrada
   782081 ;     5790 ;     E   ;         100 ;  102037 ; saida
   782107 ;     5792 ;     E   ;         150 ;       ? ; entrada
   782150 ;     5792 ;     E   ;         150 ;  101889 ; saida
   782210 ;     5749 ;     E   ;         400 ;       ? ; entrada
   782266 ;     5749 ;     E   ;         400 ;  108247 ; saida
   782300 ;     5717 ;     E   ;         500 ;       ? ; entrada
   782396 ;     5717 ;     E   ;         500 ;  107309 ; saida
   782450 ;     6276 ;     O   ;         200 ;       ? ; entrada
   782484 ;     6276 ;     O   ;         200 ;   41638 ; saida
   782527 ;     5799 ;     E   ;         100 ;       ? ; entrada
   782561 ;     5799 ;     E   ;         100 ;  100937 ; saida
   782597 ;     5760 ;     E   ;         250 ;       ? ; entrada
   782638 ;     5760 ;     E   ;         250 ;  106729 ; saida
   782717 ;     5776 ;     E   ;         350 ;  104205 ; saida
   783106 ;     6490 ;     N   ;         250 ;       ? ; entrada
   783382 ;     6520 ;     N   ;         200 ;       ? ; entrada
   783416 ;     6525 ;     N   ;         400 ;       ? ; entrada
   783342 ;     6490 ;     N   ;         250 ;   11697 ; saida
   783488 ;     6520 ;     N   ;         200 ;    9250 ; saida
   783694 ;     6525 ;     N   ;         400 ;    9144 ; saida
   783747 ;     6538 ;     N   ;         350 ;       ? ; entrada
   783805 ;     6507 ;     N   ;         500 ;       ? ; entrada
   783985 ;     6493 ;     N   ;          50 ;       ? ; entrada
   784009 ;     6504 ;     N   ;          50 ;       ? ; entrada
   784028 ;     6497 ;     N   ;         450 ;       ? ; entrada
   784047 ;     6533 ;     N   ;         150 ;       ? ; entrada
   784096 ;     6512 ;     N   ;         500 ;       ? ; entrada
   784362 ;     6493 ;     N   ;          50 ;   12365 ; saida
   784472 ;     6324 ;     O   ;         500 ;       ? ; entrada
   784508 ;     6514 ;     N   ;         400 ;       ? ; entrada
   784454 ;     6307 ;     O   ;         500 ;       ? ; entrada
   784558 ;     6514 ;     N   ;         400 ;   10892 ; saida
   784675 ;     5873 ;     E   ;         150 ;       ? ; entrada
   784719 ;     5873 ;     E   ;         150 ;   88734 ; saida
   784755 ;     6536 ;     N   ;         350 ;       ? ; entrada
   784809 ;     6324 ;     O   ;         500 ;   39292 ; saida
   784846 ;     6538 ;     N   ;         350 ;    9034 ; saida
   784864 ;     6512 ;     N   ;         500 ;   11199 ; saida
   784780 ;     6507 ;     N   ;         500 ;   11302 ; saida
   784882 ;     6497 ;     N   ;         450 ;   12523 ; saida
   784899 ;     6533 ;     N   ;         150 ;    9177 ; saida
   785082 ;     6501 ;     N   ;         200 ;       ? ; entrada
   785108 ;     6498 ;     N   ;         500 ;       ? ; entrada
   785127 ;     6287 ;     O   ;         350 ;       ? ; entrada
   785144 ;     6157 ;     S   ;         500 ;       ? ; entrada
   785155 ;     6292 ;     O   ;         300 ;       ? ; entrada
   785205 ;     6292 ;     O   ;         300 ;   42735 ; saida
   785256 ;     6307 ;     O   ;         500 ;   41165 ; saida
   785278 ;     6295 ;     O   ;         300 ;       ? ; entrada
   785349 ;     6295 ;     O   ;         300 ;   42581 ; saida
   785729 ;     6501 ;     N   ;         200 ;   12905 ; saida
   785777 ;     6498 ;     N   ;         500 ;   13212 ; saida
   785878 ;     6536 ;     N   ;         350 ;    9846 ; saida
   786032 ;     6287 ;     O   ;         350 ;   44074 ; saida
   786040 ;     6511 ;     N   ;         500 ;       ? ; entrada
   786055 ;     6511 ;     N   ;         500 ;    6946 ; saida
   786062 ;     6283 ;     O   ;         500 ;       ? ; entrada
   786078 ;     6283 ;     O   ;         500 ;   44562 ; saida
   786090 ;     6157 ;     S   ;         500 ;   61561 ; saida
   786108 ;     6504 ;     N   ;          50 ;   13101 ; saida
   786266 ;     6188 ;     S   ;         300 ;       ? ; entrada
   786293 ;     6188 ;     S   ;         300 ;   57155 ; saida
   786307 ;     6322 ;     O   ;         250 ;       ? ; entrada
   786321 ;     6430 ;     O   ;          50 ;       ? ; entrada
   786364 ;     6430 ;     O   ;          50 ;   29526 ; saida
   786377 ;     6111 ;     S   ;         350 ;       ? ; entrada
   786332 ;     6431 ;     O   ;         400 ;       ? ; entrada
   786341 ;     6411 ;     O   ;         200 ;       ? ; entrada
   786412 ;     6347 ;     O   ;         450 ;       ? ; entrada
   786447 ;     6434 ;     O   ;         500 ;       ? ; entrada
   786457 ;     6350 ;     O   ;         100 ;       ? ; entrada
   786482 ;     6434 ;     O   ;         500 ;   29421 ; saida
   786504 ;     6350 ;     O   ;         100 ;   37696 ; saida
   786432 ;     6111 ;     S   ;         350 ;   59765 ; saida
   786495 ;     6411 ;     O   ;         200 ;   29517 ; saida
   786404 ;     6431 ;     O   ;         400 ;   29510 ; saida
   786517 ;     6349 ;     O   ;         150 ;       ? ; entrada
   786536 ;     6349 ;     O   ;         150 ;   37778 ; saida
   786549 ;     6553 ;     N   ;         500 ;       ? ; entrada
   786568 ;     6373 ;     O   ;         300 ;       ? ; entrada
   786579 ;     6374 ;     O   ;         450 ;       ? ; entrada
   786560 ;     6314 ;     O   ;         450 ;       ? ; entrada
   786591 ;     6316 ;     O   ;         350 ;       ? ; entrada
   786603 ;     6319 ;     O   ;         250 ;       ? ; entrada
   786613 ;     6323 ;     O   ;          50 ;       ? ; entrada
   786621 ;     6326 ;     O   ;         250 ;       ? ; entrada
   786631 ;     6333 ;     O   ;         100 ;       ? ; entrada
   786640 ;     6340 ;     O   ;         400 ;       ? ; entrada
   786647 ;     6202 ;     O   ;         450 ;       ? ; entrada
   786656 ;     6165 ;     O   ;         350 ;       ? ; entrada
   786665 ;     6145 ;     S   ;         450 ;       ? ; entrada
   786675 ;     6360 ;     O   ;         400 ;       ? ; entrada
   786681 ;     6108 ;     S   ;         100 ;       ? ; entrada
   786887 ;     6149 ;     S   ;         350 ;       ? ; entrada
